Question,Numbers,Equation,Answer,group_nums,Body,Ques_Statement,q_conv,q_papago,q_ko,group_nums_ko
Brad has number0 balloons . number1 balloons are red and the rest are green . How many green balloons does Brad have ?,17.0 8.0,- number0 number1,9.0,"[1, 2, 3, 4, 5, 6, 19, 20, 21]",Brad has number0 balloons . number1 balloons are red and the rest are green .,How many green balloons does Brad have ?,Anderson has 3730 balloons . 3731 balloons are red and the rest are green . How many green balloons does Anderson have ?,앤더슨은 3730개의 풍선을 가지고 있다. 3731개의 풍선은 빨간색이고 나머지는 녹색이다. 앤더슨은 몇 개의 녹색 풍선을 가지고 있습니까?,지훈은 number0개의 풍선을 가지고 있다 . number1개의 풍선은 빨간색이고 나머지는 녹색이다 . 지훈은 몇 개의 녹색 풍선을 가지고 있습니까 ?,"[0, 1, 2, 5, 6, 7, 16, 17, 18]"
"At the arcade , Tom won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat , how many tickets does Tom have left ?",32.0 25.0 7.0,- + number0 number1 number2,50.0,"[5, 6, 7, 14, 15, 16, 25, 26, 27, 38, 39, 40]","At the arcade , Tom won number0 tickets playing ' whack a mole ' and number1 tickets playing ' skee ball ' . If he spent number2 of his tickets on a hat ,",how many tickets does Tom have left ?,"At the arcade , Anderson won 3730 tickets playing ' whack a mole ' and 3731 tickets playing ' skee ball ' . If he spent 3732 of his tickets on a hat , how many tickets does Anderson have left ?","오락실에서 앤더슨은 '두더지 후크'를 하는 3730장의 티켓과 '스케볼'을 하는 3731장의 티켓을 얻었다. 만약 그가 그의 티켓 중 3732장을 모자에 썼다면, 앤더슨은 몇 장의 티켓을 남았을까?","오락실에서 유나는 '두더지 후크'를 하는 number0장의 티켓과 '스케볼'을 하는 number1장의 티켓을 얻었다 . 만약 그가 그의 티켓 중 number2장을 모자에 썼다면 , 유나는 몇 장의 티켓을 남았을까 ?","[4, 5, 6, 8, 9, 10, 17, 18, 19, 24, 25, 26]"
An ice skating rink charges number0 dollars for admission and number1 dollars to rent skates . Jill can purchase a new pair of skates for number2 dollars . How many times would she need to go the rink to justify buying the skates rather than renting a pair ?,5.0 2.5 65.0,/ number2 number1,26.0,"[4, 5, 6, 9, 10, 11, 24, 25, 26, 45, 46, 47]",An ice skating rink charges number0 dollars for admission and number1 dollars to rent skates . Jill can purchase a new pair of skates for number2 dollars .,How many times would she need to go the rink to justify buying the skates rather than renting a pair ?,An ice skating rink charges 3730 dollars for admission and 3731 dollars to rent skates . Anderson can purchase a new pair of skates for 3732 dollars . How many times would she need to go the rink to justify buying the skates rather than renting a pair ?,"스케이트장은 입장료 3730달러, 스케이트 대여료는 3731달러입니다. 앤더슨은 3732달러에 새 스케이트 한 켤레를 살 수 있다. 그녀는 스케이트를 사는 것을 정당화하기 위해 한 켤레를 빌리는 것보다 링크에 몇 번이나 갈 필요가 있을까?","스케이트장은 입장료 number0달러 , 스케이트 대여료는 number1달러입니다 . 정현은 number2달러에 새 스케이트 한 켤레를 살 수 있다 . 그녀는 스케이트를 사는 것을 정당화하기 위해 한 켤레를 빌리는 것보다 링크에 몇 번이나 갈 필요가 있을까 ?","[1, 2, 3, 5, 6, 7, 8, 9, 10, 31, 32, 33]"
"While on vacation , Rachel took number0 pictures at the zoo and number1 at the museum . If she later deleted number2 of the pictures , how many pictures from her vacation did she still have ?",6.0 9.0 11.0,- + number0 number1 number2,4.0,"[5, 6, 7, 11, 12, 13, 20, 21, 22, 33, 34, 35]","While on vacation , Rachel took number0 pictures at the zoo and number1 at the museum . If she later deleted number2 of the pictures ,",how many pictures from her vacation did she still have ?,"While on vacation , Anderson took 3730 pictures at the zoo and 3731 at the museum . If she later deleted 3732 of the pictures , how many pictures from her vacation did she still have ?","휴가에 있는 동안, 앤더슨은 동물원에서 3730장의 사진을 찍었고 박물관에서 3731장의 사진을 찍었다. 만약 그녀가 그 사진들의 3732장을 나중에 삭제했다면, 그녀는 여전히 그녀의 휴가에서 얼마나 많은 사진을 가지고 있었는가?","휴가에 있는 동안 , 지현은 동물원에서 number0장의 사진을 찍었고 박물관에서 number1장의 사진을 찍었다 . 만약 그녀가 그 사진들의 number2장을 나중에 삭제했다면 , 그녀는 여전히 그녀의 휴가에서 얼마나 많은 사진을 가지고 있었는가 ?","[5, 6, 7, 9, 10, 11, 17, 18, 19, 28, 29, 30]"
"Jacques earns number0 dollars per hour . For each hour over number1 hours he earns number2 dollars per hour . If he works number3 hours in a week , what pay should he receive ?",8.6 40.0 12.9 55.5,+ * number0 number1 * number2 - number3 number1,543.95,"[1, 2, 3, 10, 11, 12, 14, 15, 16, 22, 23, 24, 31, 32, 33]","Jacques earns number0 dollars per hour . For each hour over number1 hours he earns number2 dollars per hour . If he works number3 hours in a week ,",what pay should he receive ?,"Anderson earns 3730 dollars per hour . For each hour over 3731 hours he earns 3732 dollars per hour . If he works 3733 hours in a week , what pay should he receive ?","앤더슨은 시간당 3730달러를 번다. 3731시간에 걸쳐 그는 시간당 3732달러를 번다. 만약 그가 일주일에 3733시간을 일한다면, 그는 어떤 보수를 받아야 하는가?","윤재는 시간당 number0달러를 번다 . number1시간에 걸쳐 그는 시간당 number2달러를 번다 . 만약 그가 일주일에 number3시간을 일한다면 , 그는 어떤 보수를 받아야 하는가 ?","[1, 2, 3, 4, 5, 6, 8, 9, 10, 14, 15, 16, 20, 21, 22]"
Dan has number0 green and number1 violet marbles . Mike took number2 of Dan 's green marbles . How many green marbles does Dan now have ?,32.0 38.0 23.0,- number0 number2,9.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 23, 24, 25]",Dan has number0 green and number1 violet marbles . Mike took number2 of Dan 's green marbles .,How many green marbles does Dan now have ?,Anderson has 3730 green and 3731 violet marbles . Cyndia took 3732 of Anderson 's green marbles . How many green marbles does Anderson now have ?,앤더슨은 3730개의 녹색 구슬과 3731개의 보라색 구슬을 가지고 있다. 신디아는 앤더슨의 녹색 구슬 중 3732개를 가져갔다. 앤더슨은 지금 얼마나 많은 녹색 구슬을 가지고 있나요?,윤재는 number0개의 녹색 구슬과 number1개의 보라색 구슬을 가지고 있다 . 유나는 윤재의 녹색 구슬 중 number2개를 가져갔다 . 윤재는 지금 얼마나 많은 녹색 구슬을 가지고 있나요 ?,"[0, 1, 2, 3, 4, 5, 14, 15, 16, 23, 24, 25]"
"There are number0 bananas in Diane 's banana collection . If the bananas are organized into number1 groups , how big is each group ?",36.0 6.0,/ number0 number1,6.0,"[1, 2, 3, 15, 16, 17, 21, 22, 23]","There are number0 bananas in Diane 's banana collection . If the bananas are organized into number1 groups ,",how big is each group ?,"There are 3730 bananas in Anderson 's banana collection . If the bananas are organized into 3731 groups , how big is each group ?","앤더슨의 바나나 컬렉션에는 3730개의 바나나가 있습니다. 만약 바나나가 3731개의 그룹으로 구성되어 있다면, 각각의 그룹은 얼마나 클까요?","지훈의 바나나 컬렉션에는 number0개의 바나나가 있습니다 . 만약 바나나가 number1개의 그룹으로 구성되어 있다면 , 각각의 그룹은 얼마나 클까요 ?","[2, 3, 4, 8, 9, 10, 15, 16, 17]"
A construction company bought number0 tons of gravel and number1 tons of sand . How many tons of material did the company buy in all ?,5.91 8.11,+ number0 number1,14.02,"[3, 4, 5, 8, 9, 10, 22, 23, 24]",A construction company bought number0 tons of gravel and number1 tons of sand .,How many tons of material did the company buy in all ?,A construction company bought 3730 tons of gravel and 3731 tons of sand . How many tons of material did the company buy in all ?,한 건설회사가 3730톤의 자갈과 3731톤의 모래를 샀다. 그 회사는 모두 몇 톤의 재료를 샀습니까?,한 건설회사가 number0톤의 자갈과 number1톤의 모래를 샀다 . 그 회사는 모두 몇 톤의 재료를 샀습니까 ?,"[1, 2, 3, 4, 5, 12, 13, 14]"
Sara has number0 green and number1 red marbles . Tom has number2 green marbles . How many green marbles do they have in total ?,3.0 5.0 4.0,+ number0 number2,7.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12, 21, 22, 23]",Sara has number0 green and number1 red marbles . Tom has number2 green marbles .,How many green marbles do they have in total ?,Anderson has 3730 green and 3731 red marbles . Cyndia has 3732 green marbles . How many green marbles do they have in total ?,앤더슨은 3730개의 녹색 구슬과 3731개의 붉은 구슬을 가지고 있다. 신디아는 3732개의 녹색 구슬을 가지고 있다. 그들은 총 몇 개의 녹색 구슬을 가지고 있나요?,윤재는 number0개의 녹색 구슬과 number1개의 붉은 구슬을 가지고 있다 . 지민은 number2개의 녹색 구슬을 가지고 있다 . 그들은 총 몇 개의 녹색 구슬을 가지고 있나요 ?,"[0, 1, 2, 3, 4, 5, 10, 11, 12, 22, 23, 24]"
Sara has number0 marbles . She loses number1 . How many marbles will Sara have ?,10.0 7.0,- number0 number1,3.0,"[1, 2, 3, 6, 7, 8, 12, 13, 14]",Sara has number0 marbles . She loses number1 .,How many marbles will Sara have ?,Anderson has 3730 marbles . She loses 3731 . How many marbles will Anderson have ?,앤더슨은 3730개의 대리석을 가지고 있다. 그녀는 3731을 잃는다. 앤더슨은 얼마나 많은 구슬을 가질 것인가?,유나는 number0개의 대리석을 가지고 있다 . 그녀는 number1을 잃는다 . 유나는 얼마나 많은 구슬을 가질 것인가 ?,"[0, 1, 2, 6, 7, 8, 13, 14, 15]"
The Spurs basketball team has number0 players . Each player has number1 basketballs . How many basketballs do they have in all ?,22.0 11.0,* number0 number1,242.0,"[4, 5, 6, 10, 11, 12, 19, 20, 21]",The Spurs basketball team has number0 players . Each player has number1 basketballs .,How many basketballs do they have in all ?,The Spurs basketball team has 3730 players . Each player has 3731 basketballs . How many basketballs do they have in all ?,스퍼스 농구팀은 3730명의 선수를 가지고 있다. 각 선수는 3731개의 농구를 가지고 있다. 그들은 모두 몇 개의 농구공을 가지고 있습니까?,스퍼스 농구팀은 number0명의 선수를 가지고 있다 . 각 선수는 number1개의 농구를 가지고 있다 . 그들은 모두 몇 개의 농구공을 가지고 있습니까 ?,"[1, 2, 3, 8, 9, 10, 18, 19, 20]"
Edward and his friend were buying trick decks from the magic shop for number0 dollars each . How much did they spend if Edward bought number1 decks and his friend bought number2 decks ?,6.0 3.0 6.0,* number0 + number0 number1,54.0,"[12, 13, 14, 24, 25, 26, 30, 31, 32, 30, 31, 32]",Edward and his friend were buying trick decks from the magic shop for number0 dollars each .,How much did they spend if Edward bought number1 decks and his friend bought number2 decks ?,Anderson and his friend were buying trick decks from the magic shop for 3730 dollars each . How much did they spend if Anderson bought 3731 decks and his friend bought 3732 decks ?,앤더슨과 그의 친구는 매직샵에서 3730달러에 트릭 덱을 구입하고 있었다. 앤더슨이 3731갑판을 사고 그의 친구가 3732갑판을 산다면 그들은 얼마를 썼을까?,지민과 그의 친구는 매직샵에서 number0달러에 트릭 덱을 구입하고 있었다 . 지민이 number1갑판을 사고 그의 친구가 number2갑판을 산다면 그들은 얼마를 썼을까 ?,"[3, 4, 5, 10, 11, 12, 14, 15, 16, 17, 18, 19]"
Tim has saved number0 cents from selling lemonade . How many dollars does Tim have ?,2000.0,/ number0 100.0,20.0,"[2, 3, 4, 14, 15, 16]",Tim has saved number0 cents from selling lemonade .,How many dollars does Tim have ?,Anderson has saved 3730 cents from selling lemonade . How many dollars does Anderson have ?,앤더슨은 레모네이드를 팔아서 3730센트를 절약했다. 앤더슨은 몇 달러를 가지고 있습니까?,서희는 레모네이드를 팔아서 number0센트를 절약했다 . 서희는 몇 달러를 가지고 있습니까 ?,"[2, 3, 4, 8, 9, 10]"
"Maria was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies , how many baggies could she make ?",3.0 2.0 16.0,/ + number1 number2 number0,6.0,"[6, 7, 8, 15, 16, 17, 20, 21, 22, 28, 29, 30]","Maria was making baggies of cookies with number0 cookies in each bag . If she had number1 chocolate chip cookies and number2 oatmeal cookies ,",how many baggies could she make ?,"Anderson was making baggies of cookies with 3730 cookies in each bag . If she had 3731 chocolate chip cookies and 3732 oatmeal cookies , how many baggies could she make ?","앤더슨은 각각의 가방에 3730개의 쿠키와 함께 쿠키의 가방을 만들고 있었다. 만약 그녀가 3731개의 초콜릿 칩 쿠키와 3732개의 오트밀 쿠키를 가지고 있다면, 그녀는 얼마나 많은 가방을 만들 수 있었을까?","민우는 각각의 가방에 number0개의 쿠키와 함께 쿠키의 가방을 만들고 있었다 . 만약 그녀가 number1개의 초콜릿 칩 쿠키와 number2개의 오트밀 쿠키를 가지고 있다면 , 그녀는 얼마나 많은 가방을 만들 수 있었을까 ?","[2, 3, 4, 12, 13, 14, 16, 17, 18, 27, 28, 29]"
